?value	?property	?lang	?langVar
"pastSubj"	"tam"	"dahalo"	
"pastTemporal"	"tam"	"khamtanga"	
"pattern1"	"patternClass"	"arbore"	
"pattern2"	"patternClass"	"arbore"	
"paucal"	"numRef"	"bayso"	
"pcm"	"selector"	"dahalo"	
"pdgmOverview"	"pdgmType"	"beja"	"atmaan"
"pdgmOverview"	"verbMorphClass"	"beja"	"atmaan"
"perfect"	"aspect"	"arabic"	
"perfect"	"aspect"	"beja"	"hadendowa"
"perfect"	"mainStem"	"afar"	
"perfect"	"selCat"	"iraqw"	
"perfect"	"selTense"	"iraqw"	
"perfect"	"selector"	"dahalo"	
"perfect"	"tam"	"afar"	
"perfect"	"tam"	"akkadian"	"OB"
"perfect"	"tam"	"arbore"	
"perfect"	"tam"	"awngi"	
"perfect"	"tam"	"beja"	"beniamer"
"perfect"	"tam"	"beja"	"bishari"
"perfect"	"tam"	"bilin"	
"perfect"	"tam"	"boni"	
"perfect"	"tam"	"boni"	"jara"
"perfect"	"tam"	"boni"	"kilii"
"perfect"	"tam"	"burji"	
"perfect"	"tam"	"dhaasanac"	
"perfect"	"tam"	"elmolo"	
"perfect"	"tam"	"gedeo"	
"perfect"	"tam"	"hebrew"	
"perfect"	"tam"	"oromo"	
"perfect"	"tam"	"rendille"	
"perfect"	"tam"	"saho"	
"perfect"	"tam"	"wolaytta"	
"perfect"	"tam"	"yaaku"	
"perfect"	"tam"	"yemsa"	
"perfect"	"tenseHead"	"hebrew"	
"perfect"	"type"	"beja"	"beniamer"
"perfect-m"	"mainStem"	"afar"	
"perfect1"	"tam"	"coptic"	"sahidic"
"perfect2"	"tam"	"coptic"	"sahidic"
"perfectActual"	"tam"	"gedeo"	
"perfectAnticipatory"	"tam"	"afar"	
"perfectComp1"	"tam"	"bayso"	
"perfectComp2"	"tam"	"bayso"	
"perfectConditional"	"tam"	"afar"	
"perfectDur"	"tam"	"beja"	"beniamer"
"perfectFuture"	"tam"	"shinassha"	
"perfectH"	"tam"	"saho"	
"perfectInniImperfect"	"tam"	"saho"	
"perfectInniPerfect"	"tam"	"saho"	
"perfectM"	"tam"	"saho"	
"perfectNegative"	"tenseName"	"saho"	
"perfectNonActual"	"tam"	"gedeo"	
"perfectNonPresent"	"tam"	"gedeo"	
"perfectNonPresent2"	"tam"	"gedeo"	
"perfectParticiple"	"mainStem"	"afar"	
"perfectParticiple"	"nomForm"	"beja"	"hadendowa"
"perfectParticiple"	"nonFiniteForm"	"beja"	"hadendowa"
"perfectPast"	"tam"	"beja"	"hadendowa"
"perfectPast1"	"tam"	"afar"	
"perfectPast2"	"tam"	"afar"	
"perfectPresent"	"tam"	"afar"	
"perfectPresent"	"tam"	"shinassha"	
"perfectPreterite"	"tam"	"shinassha"	
"perfectProbable"	"tam"	"afar"	
"perfectProgressive"	"tam"	"burji"	
"perfectRel"	"tam"	"beja"	"beniamer"
"perfectSimple"	"tam"	"bayso"	
"perfectSubordinate"	"tenseName"	"saho"	
"perfective"	"aspect"	"bilin"	
"perfective"	"aspect"	"dahalo"	
"perfective"	"aspect"	"kemant"	
"perfective"	"aspect"	"maale"	
"perfective"	"modal"	"maale"	
"perfective"	"tam"	"alaaba"	
"perfective"	"tam"	"kemant"	
"perfective"	"tense1"	"gawwada"	
"perfective"	"tenseName"	"saho"	
"perfectiveComp"	"tam"	"kemant"	
"persAffix"	"verbMorphClass"	"elmolo"	
"persAsp"	"position"	"elmolo"	
"persNumTenseSuff"	"verbMorphClass"	"sidaama"	
"persSuff"	"proClass"	"beja"	"atmaan"
"persSuff"	"verbMorphClass"	"bayso"	
"persSuff"	"verbMorphClass"	"bilin"	
"pers_dem"	"proClass"	"iraqw"	
"personal"	"proClass"	"burji"	
"personal"	"proClass"	"gedeo"	
"personal"	"proClass"	"hadiyya"	
"pl"	"numCop"	"beja"	"bishari"
"pl"	"numHead"	"akkadian"	"OB"
"pl"	"numHead"	"beja"	"atmaan"
"pl"	"numHead"	"beja"	"beniamer"
"pl"	"numHead"	"beja"	"bishari"
"pl"	"numHead"	"beja"	"hadendowa"
"pl"	"numHead"	"hebrew"	
"pl"	"numHead"	"iraqw"	
"pl"	"numHead"	"khamtanga"	
"pl"	"numHead"	"syriac"	
"pl"	"numHeadRel"	"kemant"	
"pl"	"numN1"	"beja"	"hadendowa"
"pl"	"numObj"	"bayso"	
"pl"	"numObj"	"beja"	"atmaan"
"pl"	"numObj"	"iraqw"	
"pl"	"numObj"	"tsamakko"	
"pl"	"numP1"	"beja"	"bishari"
"pl"	"numP2"	"beja"	"bishari"
"pl"	"numPoss"	"arbore"	
"pl"	"numPoss"	"beja"	"bishari"
"pl"	"numPoss"	"beja"	"hadendowa"
"pl"	"numSubj"	"iraqw"	
"pl"	"numberGender"	"bayso"	
"pl"	"numberHead"	"coptic"	"sahidic"
"pl"	"numgen"	"hadiyya"	
"pl"	"objectNumber"	"coptic"	"sahidic"
"pl"	"pngShapeClass"	"dhaasanac"	
"pluperfect"	"tam"	"arbore"	
"pluperfect"	"tam"	"beja"	"beniamer"
"pluperfect"	"tam"	"beja"	"bishari"
"pluperfect"	"tam"	"burji"	
"pluperfect"	"tam"	"oromo"	
"pluperfect"	"tam"	"shinassha"	
"pluperfect"	"tenseName"	"saho"	
"pluperfectProgressive"	"tam"	"oromo"	
"pluractional"	"dervStem"	"alaaba"	
"pluractional-transitivize"	"dervStem"	"alaaba"	
"pluractional-transitivize-caus"	"dervStem"	"alaaba"	
"pluractional-transitivize-causD"	"dervStem"	"alaaba"	
"pluractional-transitivize-causative-passive"	"dervStem"	"alaaba"	
"pngA"	"pngSet"	"bilin"	
"pngA2"	"pngSet"	"bilin"	
"pngB"	"pngSet"	"bilin"	
"pngC"	"pngSet"	"bilin"	
"pos1"	"selectorPosition"	"dahalo"	
"pos2"	"selectorPosition"	"dahalo"	
"pos3"	"selectorPosition"	"dahalo"	
"pos4"	"selectorPosition"	"dahalo"	
"pos5"	"selectorPosition"	"dahalo"	
"pos6"	"selectorPosition"	"dahalo"	
"pos7"	"selectorPosition"	"dahalo"	
"poss1"	"possType"	"maale"	
"poss2"	"possType"	"maale"	
"possAdj"	"proClass"	"shinassha"	
"possAdj"	"proClass"	"wolaytta"	
"possAdj"	"proClass"	"yemsa"	
"possClitic"	"proClass"	"syriac"	
"possCop"	"pdgmSubType"	"beja"	"beniamer"
"possExx"	"proClass"	"yaaku"	
"possInd"	"proClass"	"akkadian"	"OB"
"possInd"	"proClass"	"beja"	"bishari"
"possInd"	"proClass"	"beja"	"hadendowa"
"possInd"	"proClass"	"tsamakko"	
"possNom"	"conjClass"	"yaaku"	
"possNom1"	"possType"	"maale"	
"possNom2"	"possType"	"maale"	
"possNoun"	"proClass"	"shinassha"	
"possNoun"	"proClass"	"wolaytta"	
"possObj"	"proClass"	"beja"	"arteiga"
"possPro"	"conjClass"	"yaaku"	
"possSuff"	"pdgmSubType"	"beja"	"beniamer"
"possSuff"	"proClass"	"arbore"	
"possSuff"	"proClass"	"beja"	"atmaan"
"possSuff"	"proClass"	"beja"	"hadendowa"
"possSuff"	"proClass"	"gawwada"	
"possSuff"	"proClass"	"tsamakko"	
"possSuff"	"proClass"	"yemsa"	
"possSuffAbl"	"proClass"	"beja"	"bishari"
"possSuffCop"	"proClass"	"beja"	"bishari"
"possSuffCopExx"	"proClass"	"beja"	"bishari"
"possSuffDat"	"proClass"	"beja"	"bishari"
"possSuffExx"	"proClass"	"beja"	"bishari"
"possSuffGen"	"proClass"	"beja"	"bishari"
"possSuffGenExx"	"proClass"	"beja"	"bishari"
"possSuffNom"	"proClass"	"beja"	"bishari"
"possSuffPlusGen"	"proClass"	"beja"	"bishari"
"possessive"	"case"	"akkadian"	"OB"
"possessive"	"case"	"alaaba"	
"possessive"	"case"	"beja"	"amarʔar"
"possessive"	"case"	"beja"	"arteiga"
"possessive"	"case"	"beja"	"bishari"
"possessive"	"case"	"beja"	"hadendowa"
"possessive"	"case"	"dhaasanac"	
"possessive"	"case"	"hadiyya"	
"possessive"	"case"	"kambaata"	
"possessive"	"case"	"khamtanga"	
"possessive"	"case"	"koorete"	
"possessive"	"case"	"maale"	
"possessive"	"case"	"oromo"	
"possessive"	"case"	"saho"	
"possessive"	"morphClass"	"coptic"	"sahidic"
"possessive"	"proClass"	"akkadian"	"OB"
"possessive"	"proClass"	"arbore"	
"possessive"	"proClass"	"bayso"	
"possessive"	"proClass"	"beja"	"atmaan"
"possessive"	"proClass"	"boni"	"jara"
"possessive"	"proClass"	"boni"	"kilii"
"possessive"	"proClass"	"burji"	
"possessive"	"proClass"	"dahalo"	
"possessive"	"proClass"	"elmolo"	
"possessive"	"proClass"	"gedeo"	
"possessive"	"proClass"	"iraqw"	
"possessive"	"proClass"	"maale"	
"possessive"	"proClass"	"rendille"	
"possessive"	"proClass"	"somali"	"standard"
"possessive"	"proClass"	"yaaku"	
"possessive"	"proClass"	"yemsa"	
"possessive-m"	"case"	"afar"	
"possessiveDefinite"	"proClass"	"afar"	
"posterior"	"clauseType"	"awngi"	
"posteriorSub"	"tam"	"alaaba"	
"potential"	"mood"	"shinassha"	
"potential"	"mood"	"wolaytta"	
"potential"	"mood"	"yemsa"	
"potential"	"tam"	"somali"	"standard"
"potential"	"tam"	"yemsa"	
"preVerbParticles"	"verbMorphClass"	"bayso"	
"preVerbSelSubjMarkers"	"selectorProClass"	"arbore"	
"preVerbSel_SubjMarkers"	"selectorProClass"	"arbore"	
"precative"	"tam"	"akkadian"	"OB"
"predestinative"	"clauseType"	"awngi"	
"predication"	"copType"	"oromo"	
"predicative"	"case"	"arbore"	
"predicative"	"tam"	"beja"	"hadendowa"
"pref-irreg"	"conjClass"	"saho"	
"prefV"	"position"	"elmolo"	
"prefVsSuff"	"pdgmType"	"beja"	"beniamer"
"prefectPast"	"tam"	"bayso"	
"prefectPast"	"tam"	"beja"	"hadendowa"
"prefix"	"conjClass"	"afar"	
"prefix"	"conjClass"	"arbore"	
"prefix"	"conjClass"	"beja"	"arteiga"
"prefix"	"conjClass"	"beja"	"atmaan"
"prefix"	"conjClass"	"beja"	"beniamer"
"prefix"	"conjClass"	"beja"	"bishari"
"prefix"	"conjClass"	"beja"	"hadendowa"
"prefix"	"conjClass"	"boni"	"jara"
"prefix"	"conjClass"	"boni"	"kilii"
"prefix"	"conjClass"	"dhaasanac"	
"prefix"	"conjClass"	"elmolo"	
"prefix"	"conjClass"	"geez"	
"prefix"	"conjClass"	"rendille"	
"prefix"	"conjClass"	"saho"	
"prefix"	"conjClass"	"somali"	"standard"
"prefix2"	"conjClass"	"beja"	"bishari"
"prefix3"	"conjClass"	"beja"	"bishari"
"prefix4"	"conjClass"	"beja"	"bishari"
"prefix5"	"conjClass"	"beja"	"bishari"
"prefixIrregular"	"conjClass"	"beja"	"bishari"
"prefixOther"	"conjClass"	"beja"	"bishari"
"presClass"	"tamStemClass"	"beja"	"arteiga"
"presSgClass"	"tamStemClass"	"beja"	"arteiga"
"present"	"aspect"	"beja"	"hadendowa"
"present"	"headNoun"	"yaaku"	
"present"	"participle"	"beja"	"arteiga"
"present"	"tam"	"akkadian"	"OB"
"present"	"tam"	"bayso"	
"present"	"tam"	"beja"	"arteiga"
"present"	"tam"	"beja"	"atmaan"
"present"	"tam"	"beja"	"beniamer"
"present"	"tam"	"beja"	"bishari"
"present"	"tam"	"beja"	"hadendowa"
"present"	"tam"	"bilin"	
"present"	"tam"	"boni"	"jara"
"present"	"tam"	"geez"	
"present"	"tam"	"iraqw"	
"present"	"tam"	"khamtanga"	
"present"	"tam"	"oromo"	
"present"	"tam"	"shinassha"	
"present"	"tam"	"wolaytta"	
"present"	"tam"	"yaaku"	
"present"	"tam"	"yemsa"	
"present"	"tense1"	"gawwada"	
"present1"	"tam"	"coptic"	"sahidic"
"present2"	"tam"	"coptic"	"sahidic"
"presentContinuous"	"tam"	"beja"	"hadendowa"
"presentDur"	"tam"	"beja"	"beniamer"
"presentFuture"	"tam"	"khamtanga"	
"presentGeneral"	"tam"	"somali"	"standard"
"presentHabitual"	"tam"	"koorete"	
"presentHabitual"	"tam"	"yemsa"	
"presentIngressive"	"tam"	"shinassha"	
"presentIngressive"	"tam"	"wolaytta"	
"presentIngressive"	"tam"	"yemsa"	
"presentIngressiveA"	"tam"	"shinassha"	
"presentIngressiveB"	"tam"	"shinassha"	
"presentInterrog"	"tam"	"khamtanga"	
"presentParticiple"	"nonFiniteForm"	"beja"	"hadendowa"
"presentParticitpl"	"nomForm"	"beja"	"hadendowa"
"presentPerfect"	"aspect"	"sidaama"	
"presentPerfect"	"tam"	"burji"	
"presentPerfect"	"tam"	"hadiyya"	
"presentPerfect"	"tam"	"kambaata"	
"presentPerfect"	"tam"	"koorete"	
"presentPerfect"	"tam"	"sidaama"	
"presentPerfective"	"tam"	"koorete"	
"presentProgressive"	"tam"	"burji"	
"presentProgressive"	"tam"	"hadiyya"	
"presentProgressive"	"tam"	"kambaata"	
"presentProgressive"	"tam"	"koorete"	
"presentProgressive"	"tam"	"oromo"	
"presentProgressive"	"tam"	"sidaama"	
"presentProgressive"	"tam"	"somali"	"standard"
"presentProgressive"	"tam"	"yemsa"	
"presentProgressive2"	"tam"	"somali"	"standard"
"presentPunctual"	"tam"	"yemsa"	
"presentQ"	"tam"	"iraqw"	
"presentRel"	"tam"	"beja"	"beniamer"
"presentShort"	"tam"	"beja"	"atmaan"
"presentState1"	"tam"	"afar"	
"presentState2"	"tam"	"afar"	
"preterite"	"tam"	"akkadian"	"OB"
"preterite"	"tam"	"shinassha"	
"preterite"	"tam"	"yemsa"	
"preteriteDubitative"	"tam"	"shinassha"	
"preteriteDubitative"	"tam"	"yemsa"	
"preteriteEgressive"	"tam"	"shinassha"	
"preteriteEgressive"	"tam"	"yemsa"	
"preteriteHabitual"	"tam"	"yemsa"	
"preteriteIngressive"	"tam"	"shinassha"	
"preteriteIngressive"	"tam"	"yemsa"	
"preteritePerfect"	"tam"	"shinassha"	
"preteritePerfectB"	"tam"	"shinassha"	
"preteriteProgressive"	"tam"	"yemsa"	
"preventive"	"clauseType"	"maale"	
"pro"	"posHead"	"iraqw"	
"pro"	"selector"	"dahalo"	
"pro2ary"	"proClass"	"maale"	
"proAgreement"	"verbMorphClass"	"yaaku"	
"proClit"	"proClass"	"alaaba"	
"proEmph"	"proClass"	"alaaba"	
"proInd"	"posClass"	"sidaama"	
"proInd"	"proClass"	"alaaba"	
"proInd"	"proClass"	"koorete"	
"proInd"	"proClass"	"maale"	
"proIndClit"	"proClass"	"alaaba"	
"proParticle"	"proClass"	"tsamakko"	
"proSetA"	"proSet"	"kemant"	
"proSetB"	"proSet"	"kemant"	
"proSuff"	"proClass"	"oromo"	
"proSuff"	"verbMorphClass"	"tsamakko"	
"proSuff"	"verbMorphClass"	"yemsa"	
"probable"	"tam"	"afar"	
"processive"	"clauseType"	"awngi"	
"proclitic"	"cliticType"	"boni"	"jara"
"proclitic"	"cliticType"	"boni"	"kilii"
"progressive"	"aspect"	"boni"	"jara"
"progressive"	"aspect"	"boni"	"kilii"
"progressive"	"tam"	"alaaba"	
"progressive"	"tam"	"shinassha"	
"progressiveSub"	"tam"	"alaaba"	
"prohibitive"	"selCat"	"iraqw"	
"pronominal"	"imperativeForm"	"coptic"	"sahidic"
"pronominal"	"infinitiveForm"	"coptic"	"sahidic"
"protasis"	"clauseType"	"awngi"	
"proximal"	"deixis"	"tsamakko"	
"proximal"	"tamStemForm"	"bayso"	
"proximal2"	"deixis"	"tsamakko"	
"pupusa"	"pdgmLexLabel"	"gawwada"	
"purposive"	"tam"	"khamtanga"	
"purposive1"	"clauseType"	"maale"	
"purposive1"	"tam"	"afar"	
"purposive2"	"clauseType"	"maale"	
"purposive2"	"tam"	"afar"	
"purposive2"	"tam"	"khamtanga"	
"purposiveSub"	"tam"	"alaaba"	
"qut"	"pdgmLexLabel"	"gawwada"	
"rare"	"token-frequency"	"beja"	"atmaan"
"reason"	"selCat"	"iraqw"	
"reciprocal"	"dervStem"	"alaaba"	
"reciprocal"	"dervStem"	"beja"	"beniamer"
"reciprocal"	"dervStem"	"beja"	"hadendowa"
"reciprocal"	"dervStem"	"bilin"	
"reciprocal"	"dervStem"	"kemant"	
"reciprocal"	"dervStem"	"koorete"	
"reciprocal"	"dervStem"	"sidaama"	
"reciprocal"	"persObj"	"iraqw"	
"reciprocal"	"persSubj"	"iraqw"	
"reciprocal"	"proClass"	"alaaba"	
"reciprocal-caus"	"dervStem"	"alaaba"	
"reduced"	"clauseType"	"somali"	"standard"
"reduced"	"extended"	"dhaasanac"	
"reduced"	"proClass"	"dahalo"	
"reducedNasal"	"extended"	"dhaasanac"	
"reduplicated"	"dervStem"	"burji"	
"reduplicated"	"dervStem"	"kambaata"	
"reduplication"	"dervStemAug"	"bayso"	
"reflEmph"	"proClass"	"arbore"	
"reflPoss"	"proClass"	"sidaama"	
"reflexive"	"case"	"afar"	
"reflexive"	"cliticClass"	"boni"	"jara"
"reflexive"	"cliticClass"	"boni"	"kilii"
"reflexive"	"dervCat"	"elmolo"	
"reflexive"	"dervStem"	"beja"	"beniamer"
"reflexive"	"dervStem"	"maale"	
"reflexive"	"proClass"	"afar"	
"reflexive"	"proClass"	"alaaba"	
"reflexive"	"proClass"	"beja"	"bishari"
"reflexive"	"stemClass"	"beja"	"beniamer"
"reflexivization"	"dervStemAug"	"bayso"	
"regular"	"conjClass"	"burji"	
"relObliq"	"clauseType"	"bilin"	
"relOblique"	"clauseType"	"khamtanga"	
"relSubj"	"clauseType"	"awngi"	
"relSubj"	"clauseType"	"bilin"	
"relSubj"	"clauseType"	"khamtanga"	
"relSuff"	"verbMorphClass"	"beja"	"atmaan"
"relative"	"case"	"khamtanga"	
"relative"	"clauseConjugation"	"coptic"	"sahidic"
"relative"	"clauseType"	"arbore"	
"relative"	"clauseType"	"beja"	"atmaan"
"relative"	"clauseType"	"coptic"	"sahidic"
"relative"	"cliticType"	"rendille"	
"relative"	"conjClass"	"yaaku"	
"relative"	"mood"	"shinassha"	
"relative"	"mood"	"wolaytta"	
"relative"	"proClass"	"arabic"	
"relativeIndeterminate"	"tam"	"afar"	
"relativeOblique"	"tam"	"bilin"	
"relativeOblique"	"tam"	"kemant"	
"relativePast"	"tam"	"iraqw"	
"relativePresent"	"tam"	"iraqw"	
"relativeSubject"	"tam"	"bilin"	
"relativeSubject"	"tam"	"kemant"	
"rendille"	"lang"	"rendille"	
"repetitive"	"dervStemAug"	"beja"	"atmaan"
"repetitive"	"pdgmType"	"beja"	"atmaan"
"repetitive"	"verbMorphClass"	"beja"	"atmaan"
"requestive"	"mainStem"	"afar"	
"requestive"	"tam"	"afar"	
"requestive--p1Only"	"tam"	"afar"	
"restrictive"	"proClass"	"maale"	
"result"	"clauseConjugation"	"coptic"	"sahidic"
"rootForm"	"pdgmType"	"beja"	"beniamer"
"rootStructure"	"verbMorphClass"	"maale"	
"s-Class"	"stemAltClass"	"arbore"	
"sahidic"	"langVar"	"coptic"	"sahidic"
"saho"	"lang"	"saho"	
"seSuff"	"suffType"	"arbore"	
"selBE"	"selClass"	"iraqw"	
"selBE"	"verbMorphClass"	"iraqw"	
"selBEImpersHit"	"verbMorphClass"	"iraqw"	
"selBENom"	"verbMorphClass"	"iraqw"	
"selBEObj"	"verbMorphClass"	"iraqw"	
"selBEVerb"	"verbMorphClass"	"iraqw"	
"selMood"	"selClass"	"iraqw"	
"selTense"	"selClass"	"iraqw"	
"selector"	"verbMorphClass"	"dahalo"	
"selector"	"verbMorphClass"	"iraqw"	
"selectorForms"	"verbMorphClass"	"iraqw"	
"selectorForms2"	"verbMorphClass"	"iraqw"	
"semelfactive"	"dervStem"	"gawwada"	
"sg"	"numCop"	"beja"	"bishari"
"sg"	"numHead"	"akkadian"	"OB"
"sg"	"numHead"	"beja"	"atmaan"
"sg"	"numHead"	"beja"	"beniamer"
"sg"	"numHead"	"beja"	"bishari"
"sg"	"numHead"	"beja"	"hadendowa"
"sg"	"numHead"	"hebrew"	
"sg"	"numHead"	"iraqw"	
"sg"	"numHead"	"khamtanga"	
"sg"	"numHead"	"syriac"	
"sg"	"numHeadRel"	"kemant"	
"sg"	"numN1"	"beja"	"hadendowa"
"sg"	"numObj"	"bayso"	
"sg"	"numObj"	"beja"	"atmaan"
"sg"	"numObj"	"iraqw"	
"sg"	"numObj"	"tsamakko"	
"sg"	"numP1"	"beja"	"bishari"
"sg"	"numP2"	"beja"	"bishari"
"sg"	"numPoss"	"arbore"	
"sg"	"numPoss"	"beja"	"bishari"
"sg"	"numPoss"	"beja"	"hadendowa"
"sg"	"numSubj"	"iraqw"	
"sg"	"numberHead"	"coptic"	"sahidic"
"sg"	"numgen"	"hadiyya"	
"sg"	"objectNumber"	"coptic"	"sahidic"
"sg"	"pngShapeClass"	"dhaasanac"	
"shinassha"	"lang"	"shinassha"	
"short"	"case"	"rendille"	
"short"	"form"	"iraqw"	
"shortPerfect"	"tam"	"dhaasanac"	
"sidaama"	"lang"	"sidaama"	
"similative"	"case"	"alaaba"	
"simple"	"complement"	"shinassha"	
"simple"	"complement"	"wolaytta"	
"simple"	"dervStemAug"	"beja"	"arteiga"
"simple"	"dervStemAug"	"beja"	"atmaan"
"simple"	"dervStemAug"	"beja"	"beniamer"
"simple"	"stemType"	"beja"	"beniamer"
"simple"	"suffType"	"arbore"	
"simplePast"	"tam"	"coptic"	"sahidic"
"simplePerf"	"tam"	"kambaata"	
"simplePerfect"	"aspect"	"sidaama"	
"simplePerfect"	"tam"	"burji"	
"simplePerfect"	"tam"	"hadiyya"	
"simplePerfect"	"tam"	"kambaata"	
"simplePerfect"	"tam"	"sidaama"	
"simultaneous"	"clauseType"	"maale"	
"singulative"	"numRef"	"bayso"	
"somali"	"lang"	"dhaasanac"	"standard"
"somali"	"lang"	"somali"	"standard"
"sor"	"pdgmLexLabel"	"gawwada"	
"ssaClass"	"defMarker"	"tsamakko"	
"sseClass"	"defMarker"	"tsamakko"	
"standard"	"langVar"	"dhaasanac"	"standard"
"standard"	"langVar"	"somali"	"standard"
"stative"	"clauseType"	"awngi"	
"stative"	"conjClass"	"afar"	
"stative"	"conjClass"	"elmolo"	
"stative"	"conjClass"	"rendille"	
"stative"	"dervStem"	"dhaasanac"	
"stative"	"voice"	"arabic"	
"stativeIrregular"	"conjClass"	"afar"	
"stem"	"mainStem"	"afar"	
"stem"	"mood"	"shinassha"	
"stem"	"tokenType"	"bayso"	
"stem"	"tokenType"	"beja"	"arteiga"
"stem"	"tokenType"	"dhaasanac"	
"stemForm"	"pdgmType"	"afar"	
"stemForm"	"pdgmType"	"beja"	"beniamer"
"stemFormation"	"pdgmType"	"beja"	"beniamer"
"stemFormation"	"verbMorphClass"	"dhaasanac"	
"stemFormation"	"verbMorphClass"	"iraqw"	
"stemQ"	"tam"	"beja"	"bishari"
"structure"	"pdgmType"	"arbore"	
"structure"	"pdgmType"	"beja"	"amarʔar"
"structure"	"pdgmType"	"beja"	"arteiga"
"structure"	"pdgmType"	"beja"	"bishari"
"structure"	"pdgmType"	"beja"	"hadendowa"
"structure"	"pdgmType"	"sidaama"	
"structure"	"pdgmType"	"somali"	"standard"
"subAdv"	"clauseType"	"khamtanga"	
"subClass1"	"conjSubType"	"somali"	"standard"
"subClass2"	"conjSubType"	"somali"	"standard"
"subj-focus"	"focus"	"arbore"	
"subjClit"	"proClass"	"somali"	"standard"
"subjFocus"	"focusType"	"gawwada"	
"subjMarker"	"pdgmSubType"	"afar"	
"subjMarker"	"pdgmSubType"	"kemant"	
"subjMarker"	"proClass"	"beja"	"bishari"
"subjMarker"	"verbMorphClass"	"akkadian"	"OB"
"subjMarker"	"verbMorphClass"	"beja"	"bishari"
"subjMarker"	"verbMorphClass"	"beja"	"hadendowa"
"subjMarker"	"verbMorphClass"	"elmolo"	
"subjMarker"	"verbMorphClass"	"geez"	
"subjMarker"	"verbMorphClass"	"hebrew"	
"subjMarker"	"verbMorphClass"	"iraqw"	
"subjMarkerConnConj"	"verbMorphClass"	"sidaama"	
"subjMarkerInfinSub"	"verbMorphClass"	"sidaama"	
"subjMarkerMain"	"verbMorphClass"	"sidaama"	
"subjMarkerRed"	"configuration"	"sidaama"	
"subjMarkerSuff"	"verbMorphClass"	"alaaba"	
"subjMarkerTemplates"	"verbMorphClass"	"hadiyya"	
"subjMarkerTemplates"	"verbMorphClass"	"kambaata"	
"subjMarkers"	"verbMorphClass"	"alaaba"	
"subjMarkers"	"verbMorphClass"	"boni"	"jara"
"subjMarkers"	"verbMorphClass"	"boni"	"kilii"
"subjMarkers"	"verbMorphClass"	"burji"	
"subjMarkers"	"verbMorphClass"	"tsamakko"	
"subjPref"	"verbMorphClass"	"beja"	"atmaan"
"subjPref"	"verbMorphClass"	"yaaku"	
"subjPrefV"	"proClass"	"boni"	"jara"
"subjProclitic"	"proClass"	"gawwada"	
"subjRel"	"selBE"	"iraqw"	
"subjSuff"	"verbMorphClass"	"alaaba"	
"subjSuff"	"verbMorphClass"	"shinassha"	
"subjSuff"	"verbMorphClass"	"yaaku"	
"subjSuffInterr"	"verbMorphClass"	"shinassha"	
"subjSuffV"	"proClass"	"boni"	"jara"
"subject"	"case"	"bayso"	
"subject"	"case"	"beja"	"atmaan"
"subject"	"case"	"beja"	"beniamer"
"subject"	"case"	"dhaasanac"	
"subject"	"case"	"khamtanga"	
"subject"	"case"	"oromo"	
"subject"	"case"	"tsamakko"	
"subject"	"case"	"wolaytta"	
"subject"	"case"	"yaaku"	
"subject"	"case"	"yemsa"	
"subject"	"caseHead"	"beja"	"atmaan"
"subject"	"caseHead"	"beja"	"bishari"
"subject"	"clauseCase"	"somali"	"standard"
"subject"	"focus"	"burji"	
"subject"	"proClass"	"shinassha"	
"subjunctive"	"clauseType"	"awngi"	
"subjunctive"	"mood"	"arabic"	
"subjunctive"	"mood"	"boni"	"kilii"
"subjunctive"	"mood"	"iraqw"	
"subjunctive"	"tam"	"elmolo"	
"subjunctivepdgmLex"	"mood"	"boni"	"jara"
"subjunctivepdgmLex"	"mood"	"shinassha"	
"subjunctivepdgmLex"	"mood"	"wolaytta"	
"subjunctivepolarity"	"mood"	"boni"	"jara"
"subordiate"	"polarity"	"iraqw"	
"subordinate"	"clauseConjugation"	"coptic"	"sahidic"
"subordinate"	"clauseType"	"alaaba"	
"subordinate"	"clauseType"	"awngi"	
"subordinate"	"clauseType"	"beja"	"hadendowa"
"subordinate"	"clauseType"	"oromo"	
"subordinate"	"clauseType"	"rendille"	
"subordinate"	"clauseType"	"sidaama"	
"subordinate"	"clauseType"	"somali"	"standard"
"subordinate"	"polarity"	"tsamakko"	
"subordinate"	"tam"	"yemsa"	
"subordinateVariant"	"clauseType"	"somali"	"standard"
"suffAlternate"	"verbMorphClass"	"awngi"	
"suffComp"	"proClass"	"beja"	"bishari"
"suffSet1"	"suffSet"	"tsamakko"	
"suffSet2"	"suffSet"	"tsamakko"	
"suffSet3"	"suffSet"	"tsamakko"	
"suffSet4"	"suffSet"	"tsamakko"	
"suffSet5"	"suffSet"	"tsamakko"	
"suffStructure"	"verbMorphClass"	"sidaama"	
"suffV"	"position"	"elmolo"	
"suffix"	"conjClaspdgmLexs"	"rendille"	
"suffix"	"conjClass"	"afar"	
"suffix"	"conjClass"	"arbore"	
"suffix"	"conjClass"	"beja"	"arteiga"
"suffix"	"conjClass"	"beja"	"atmaan"
"suffix"	"conjClass"	"beja"	"beniamer"
"suffix"	"conjClass"	"beja"	"bishari"
"suffix"	"conjClass"	"beja"	"hadendowa"
"suffix"	"conjClass"	"boni"	"jara"
"suffix"	"conjClass"	"dhaasanac"	
"suffix"	"conjClass"	"elmolo"	
"suffix"	"conjClass"	"geez"	
"suffix"	"conjClass"	"rendille"	
"suffix"	"conjClass"	"saho"	
