?property	?value	?lang	?langVar
"selectorPosition"	"pos5"	"dahalo"	
"selectorPosition"	"pos6"	"dahalo"	
"selectorPosition"	"pos7"	"dahalo"	
"selectorProClass"	"preVerbSelSubjMarkers"	"arbore"	
"selectorProClass"	"preVerbSel_SubjMarkers"	"arbore"	
"statClass"	"adjective"	"elmolo"	
"statClass"	"agentlessVerb"	"elmolo"	
"state"	"constr"	"arabic"	
"state"	"nonConstr"	"arabic"	
"stem"	"naʌṣir"	"arabic"	
"stem"	"naṣiyr"	"arabic"	
"stem"	"nṣuwr"	"arabic"	
"stemAltClass"	"ad-Class"	"arbore"	
"stemAltClass"	"add-Class"	"arbore"	
"stemAltClass"	"ahad-Class"	"arbore"	
"stemAltClass"	"had-Class"	"arbore"	
"stemAltClass"	"is-Class"	"arbore"	
"stemAltClass"	"m-Class"	"arbore"	
"stemAltClass"	"s-Class"	"arbore"	
"stemAltClass"	"w-Class"	"arbore"	
"stemClass"	"A"	"geez"	
"stemClass"	"A1"	"geez"	
"stemClass"	"A2"	"geez"	
"stemClass"	"CV1"	"coptic"	"sahidic"
"stemClass"	"CV2"	"coptic"	"sahidic"
"stemClass"	"CV3"	"coptic"	"sahidic"
"stemClass"	"CV4"	"coptic"	"sahidic"
"stemClass"	"CVC1"	"coptic"	"sahidic"
"stemClass"	"CVC2"	"coptic"	"sahidic"
"stemClass"	"CVC3Irreg"	"coptic"	"sahidic"
"stemClass"	"CVCC"	"coptic"	"sahidic"
"stemClass"	"CVCReg"	"coptic"	"sahidic"
"stemClass"	"CVReg"	"coptic"	"sahidic"
"stemClass"	"D"	"geez"	
"stemClass"	"HamzInitVFin"	"beja"	"atmaan"
"stemClass"	"L"	"geez"	
"stemClass"	"aa-stem"	"arbore"	
"stemClass"	"base"	"beja"	"beniamer"
"stemClass"	"baseIntns"	"beja"	"beniamer"
"stemClass"	"causIntrans"	"beja"	"beniamer"
"stemClass"	"causative"	"beja"	"beniamer"
"stemClass"	"consonant"	"khamtanga"	
"stemClass"	"e-stem"	"arbore"	
"stemClass"	"ee-stem"	"arbore"	
"stemClass"	"hFin"	"beja"	"atmaan"
"stemClass"	"hamzFin"	"beja"	"atmaan"
"stemClass"	"hamzInitVFin"	"beja"	"atmaan"
"stemClass"	"i-stem"	"arbore"	
"stemClass"	"kinship"	"khamtanga"	
"stemClass"	"passive"	"beja"	"beniamer"
"stemClass"	"reflexive"	"beja"	"beniamer"
"stemClass"	"vFin1"	"beja"	"atmaan"
"stemClass"	"vFin2"	"beja"	"atmaan"
"stemClass"	"vowel"	"khamtanga"	
"stemFin"	"consonant"	"beja"	"beniamer"
"stemFin"	"vowel"	"beja"	"beniamer"
"stemPattern"	"CiC-"	"beja"	"atmaan"
"stemPattern"	"CiCiC-"	"beja"	"atmaan"
"stemPattern"	"CiCiy-"	"beja"	"atmaan"
"stemPattern"	"HaCiC-"	"beja"	"atmaan"
"stemShape"	"CVC"	"tsamakko"	
"stemShape"	"CVC-VC"	"tsamakko"	
"stemShape"	"CVCVC"	"tsamakko"	
"stemShape"	"CVVC"	"tsamakko"	
"stemType"	"intensive"	"beja"	"beniamer"
"stemType"	"intransitive"	"beja"	"beniamer"
"stemType"	"simple"	"beja"	"beniamer"
"strength"	"weak"	"beja"	"atmaan"
"subConj"	"C1"	"somali"	"standard"
"subConj"	"C3B"	"somali"	"standard"
"subconjClass"	"contracting"	"arbore"	
"subconjClass"	"nonContracting"	"arbore"	
"subjIdent"	"ident"	"arbore"	
"subjIdent"	"nonIdent"	"arbore"	
"subjVerbAgr"	"agreement"	"arbore"	
"subjVerbAgr"	"nonAgr"	"arbore"	
"suffSet"	"suffSet1"	"tsamakko"	
"suffSet"	"suffSet2"	"tsamakko"	
"suffSet"	"suffSet3"	"tsamakko"	
"suffSet"	"suffSet4"	"tsamakko"	
"suffSet"	"suffSet5"	"tsamakko"	
"suffType"	"heSuff"	"arbore"	
"suffType"	"loSuff"	"arbore"	
"suffType"	"seSuff"	"arbore"	
"suffType"	"simple"	"arbore"	
"suffType"	"tSuff"	"arbore"	
"suffType"	"taSuff"	"arbore"	
"suppletion"	"nonSuppletive"	"burji"	
"suppletion"	"suppletive"	"burji"	
"synEnv"	"A"	"elmolo"	
"synEnv"	"B"	"elmolo"	
"tam"	"VH-Participle"	"afar"	
"tam"	"a-subordinate"	"kemant"	
"tam"	"anteriorPerfect"	"alaaba"	
"tam"	"anticipatory"	"afar"	
"tam"	"aor"	"beja"	"atmaan"
"tam"	"aorist"	"beja"	"arteiga"
"tam"	"aorist"	"beja"	"atmaan"
"tam"	"aorist"	"beja"	"bishari"
"tam"	"aorist"	"coptic"	"sahidic"
"tam"	"aorist"	"shinassha"	
"tam"	"aorist"	"tsamakko"	
"tam"	"aorist"	"wolaytta"	
"tam"	"aoristHabitual"	"shinassha"	
"tam"	"aoristIngressive"	"shinassha"	
"tam"	"aoristIngressive"	"wolaytta"	
"tam"	"aoristProgressive"	"shinassha"	
"tam"	"aoristProgressive"	"wolaytta"	
"tam"	"aoristPunctual"	"shinassha"	
"tam"	"causal"	"khamtanga"	
"tam"	"circumstantial"	"coptic"	"sahidic"
"tam"	"coTemporal"	"khamtanga"	
"tam"	"compPastGer"	"khamtanga"	
"tam"	"compSubordinate"	"kemant"	
"tam"	"comparative"	"khamtanga"	
"tam"	"concessive"	"rendille"	
"tam"	"cond1"	"yemsa"	
"tam"	"cond2"	"yemsa"	
"tam"	"conditional"	"beja"	"beniamer"
"tam"	"conditional"	"beja"	"bishari"
"tam"	"conditional"	"beja"	"hadendowa"
"tam"	"conditional"	"coptic"	"sahidic"
"tam"	"conditional"	"oromo"	
"tam"	"conditional"	"shinassha"	
"tam"	"conditional"	"somali"	"standard"
"tam"	"conditional1"	"afar"	
"tam"	"conditional1"	"khamtanga"	
"tam"	"conditional2"	"afar"	
"tam"	"conditional2"	"khamtanga"	
"tam"	"conditional3"	"khamtanga"	
"tam"	"conditionalPerfect"	"beja"	"beniamer"
"tam"	"conditionalPerfect"	"beja"	"hadendowa"
"tam"	"conditionalPredicative"	"beja"	"hadendowa"
"tam"	"conditionalPresent"	"beja"	"beniamer"
"tam"	"conjClass"	"shinassha"	
"tam"	"conjunctive"	"coptic"	"sahidic"
"tam"	"connective"	"sidaama"	
"tam"	"consecutive"	"khamtanga"	
"tam"	"consecutive"	"tsamakko"	
"tam"	"continuous"	"sidaama"	
"tam"	"contrafactual"	"afar"	
"tam"	"contrafactualStative"	"afar"	
"tam"	"converb"	"alaaba"	
"tam"	"converb"	"awngi"	
"tam"	"converbCoRef"	"alaaba"	
"tam"	"converbDifRef"	"alaaba"	
"tam"	"copula"	"saho"	
"tam"	"d-subordinate"	"kemant"	
"tam"	"definite"	"awngi"	
"tam"	"dependent"	"dhaasanac"	
"tam"	"dependentConditional"	"gedeo"	
"tam"	"dependentPurposive"	"gedeo"	
"tam"	"des1"	"yemsa"	
"tam"	"des2"	"yemsa"	
"tam"	"desiderative"	"yemsa"	
"tam"	"dubitativePast"	"bayso"	
"tam"	"future"	"bayso"	
"tam"	"future"	"beja"	"arteiga"
"tam"	"future"	"beja"	"atmaan"
"tam"	"future"	"beja"	"hadendowa"
"tam"	"future"	"bilin"	
"tam"	"future"	"coptic"	"sahidic"
"tam"	"future"	"khamtanga"	
"tam"	"future"	"shinassha"	
"tam"	"future"	"somali"	"standard"
"tam"	"future"	"tsamakko"	
"tam"	"future"	"wolaytta"	
"tam"	"future"	"yaaku"	
"tam"	"future"	"yemsa"	
"tam"	"future1"	"bayso"	
"tam"	"future1"	"beja"	"beniamer"
"tam"	"future1"	"beja"	"bishari"
"tam"	"future2"	"bayso"	
"tam"	"future2"	"beja"	"beniamer"
"tam"	"future2"	"beja"	"bishari"
"tam"	"future2Var"	"beja"	"beniamer"
"tam"	"future3"	"bayso"	
"tam"	"future3"	"beja"	"beniamer"
"tam"	"future3"	"coptic"	"sahidic"
"tam"	"futureDefinite"	"oromo"	
"tam"	"futureIndefinite"	"oromo"	
"tam"	"futureIngressive"	"yemsa"	
"tam"	"futureIntensive"	"burji"	
"tam"	"futurePerfect"	"oromo"	
"tam"	"futurePerfect"	"shinassha"	
"tam"	"futurePerfect"	"yemsa"	
"tam"	"futureProgressive"	"shinassha"	
"tam"	"futureProgressive"	"wolaytta"	
"tam"	"futureProgressive"	"yemsa"	
"tam"	"futureProximate"	"alaaba"	
"tam"	"futureProximate1"	"bayso"	
"tam"	"futureProximate2"	"bayso"	
"tam"	"futurePunctual"	"shinassha"	
"tam"	"futurePunctual"	"yemsa"	
"tam"	"futurePunctualSub"	"yemsa"	
"tam"	"general"	"arbore"	
"tam"	"general"	"khamtanga"	
"tam"	"gerPres"	"yemsa"	
"tam"	"gerPret"	"yemsa"	
"tam"	"gerund"	"beja"	"hadendowa"
"tam"	"gerund"	"kemant"	
"tam"	"gerund"	"khamtanga"	
"tam"	"gerund"	"yemsa"	
"tam"	"habitual"	"shinassha"	
"tam"	"hypothNonActual"	"gedeo"	
"tam"	"hypothNonPres"	"gedeo"	
"tam"	"hypothetical"	"afar"	
"tam"	"i-Form"	"afar"	
"tam"	"imperative"	"afar"	
"tam"	"imperative"	"akkadian"	"OB"
"tam"	"imperative"	"alaaba"	
"tam"	"imperative"	"arbore"	
"tam"	"imperative"	"awngi"	
"tam"	"imperative"	"bayso"	
"tam"	"imperative"	"beja"	"arteiga"
"tam"	"imperative"	"beja"	"atmaan"
"tam"	"imperative"	"beja"	"beniamer"
"tam"	"imperative"	"beja"	"bishari"
"tam"	"imperative"	"beja"	"hadendowa"
"tam"	"imperative"	"bilin"	
"tam"	"imperative"	"boni"	
"tam"	"imperative"	"boni"	"jara"
"tam"	"imperative"	"boni"	"kilii"
"tam"	"imperative"	"burji"	
"tam"	"imperative"	"coptic"	"sahidic"
"tam"	"imperative"	"dahalo"	
"tam"	"imperative"	"dhaasanac"	
"tam"	"imperative"	"elmolo"	
"tam"	"imperative"	"gedeo"	
"tam"	"imperative"	"geez"	
"tam"	"imperative"	"hadiyya"	
"tam"	"imperative"	"hebrew"	
"tam"	"imperative"	"iraqw"	
"tam"	"imperative"	"kambaata"	
"tam"	"imperative"	"kemant"	
"tam"	"imperative"	"khamtanga"	
"tam"	"imperative"	"oromo"	
"tam"	"imperative"	"rendille"	
"tam"	"imperative"	"saho"	
"tam"	"imperative"	"shinassha"	
"tam"	"imperative"	"sidaama"	
"tam"	"imperative"	"somali"	"standard"
"tam"	"imperative"	"tsamakko"	
"tam"	"imperative"	"yaaku"	
"tam"	"imperative"	"yemsa"	
"tam"	"imperative--p2Only"	"afar"	
"tam"	"imperativeJussive"	"bayso"	
"tam"	"imperativeJussive1"	"beja"	"atmaan"
"tam"	"imperativeJussive2"	"beja"	"atmaan"
"tam"	"imperativeJussive3"	"beja"	"atmaan"
"tam"	"imperativeOptative"	"koorete"	
"tam"	"imperfect"	"afar"	
"tam"	"imperfect"	"arbore"	
"tam"	"imperfect"	"awngi"	
"tam"	"imperfect"	"boni"	
"tam"	"imperfect"	"boni"	"jara"
"tam"	"imperfect"	"boni"	"kilii"
"tam"	"imperfect"	"burji"	
"tam"	"imperfect"	"coptic"	"sahidic"
"tam"	"imperfect"	"dhaasanac"	
"tam"	"imperfect"	"elmolo"	
"tam"	"imperfect"	"hadiyya"	
"tam"	"imperfect"	"hebrew"	
"tam"	"imperfect"	"kambaata"	
"tam"	"imperfect"	"rendille"	
"tam"	"imperfect"	"saho"	
"tam"	"imperfect"	"sidaama"	
"tam"	"imperfect"	"tsamakko"	
"tam"	"imperfect"	"wolaytta"	
"tam"	"imperfect"	"yemsa"	
"tam"	"imperfectActual"	"gedeo"	
"tam"	"imperfectAnticipatory"	"afar"	
"tam"	"imperfectComp"	"bayso"	
"tam"	"imperfectFuture"	"gedeo"	
"tam"	"imperfectFuture"	"shinassha"	
"tam"	"imperfectGeneral"	"bayso"	
"tam"	"imperfectInni"	"saho"	
"tam"	"imperfectLi"	"saho"	
"tam"	"imperfectM"	"saho"	
"tam"	"imperfectMa"	"saho"	
"tam"	"imperfectNonActual"	"gedeo"	
"tam"	"imperfectNonPresent"	"gedeo"	
"tam"	"imperfectNonPresent2"	"gedeo"	
"tam"	"imperfectPast"	"bayso"	
"tam"	"imperfectPast1"	"afar"	
"tam"	"imperfectPast2"	"afar"	
"tam"	"imperfectPresent"	"afar"	
"tam"	"imperfectPresent"	"bayso"	
"tam"	"imperfectPresent"	"shinassha"	
"tam"	"imperfectPreterite"	"shinassha"	
"tam"	"imperfectProbable1"	"afar"	
"tam"	"imperfectProbable2"	"afar"	
"tam"	"imperfectProgressive"	"burji"	
"tam"	"imperfectSimple"	"bayso"	
"tam"	"imperfective"	"alaaba"	
"tam"	"imperfective"	"kemant"	
"tam"	"inceptive"	"elmolo"	
"tam"	"infinitive"	"afar"	
"tam"	"infinitive"	"alaaba"	
"tam"	"infinitive"	"beja"	"bishari"
"tam"	"infinitive"	"boni"	
"tam"	"infinitive"	"boni"	"jara"
"tam"	"infinitive"	"boni"	"kilii"
"tam"	"infinitive"	"burji"	
"tam"	"infinitive"	"yemsa"	
"tam"	"infinitiveConj"	"sidaama"	
"tam"	"infinitiveConn"	"sidaama"	
"tam"	"infinitiveSub"	"sidaama"	
"tam"	"inflectedInfiitive"	"coptic"	"sahidic"
"tam"	"injunct"	"coptic"	"sahidic"
"tam"	"intentive"	"afar"	
"tam"	"invariable"	"elmolo"	
"tam"	"irrealis"	"yemsa"	
"tam"	"jussive"	"afar"	
"tam"	"jussive"	"arbore"	
"tam"	"jussive"	"bayso"	
"tam"	"jussive"	"beja"	"arteiga"
"tam"	"jussive"	"beja"	"atmaan"
"tam"	"jussive"	"beja"	"beniamer"
"tam"	"jussive"	"bilin"	
"tam"	"jussive"	"burji"	
"tam"	"jussive"	"dahalo"	
"tam"	"jussive"	"geez"	
"tam"	"jussive"	"hadiyya"	
"tam"	"jussive"	"hebrew"	
"tam"	"jussive"	"kambaata"	
"tam"	"jussive"	"kemant"	
"tam"	"jussive"	"khamtanga"	
"tam"	"jussive"	"oromo"	
"tam"	"jussive"	"saho"	
"tam"	"jussive"	"shinassha"	
"tam"	"jussive"	"tsamakko"	
"tam"	"jussive"	"wolaytta"	
"tam"	"jussive"	"yemsa"	
"tam"	"jussive2"	"kemant"	
"tam"	"jussiveKi"	"saho"	
"tam"	"jussiveLi"	"saho"	
"tam"	"jussiveMa"	"saho"	
"tam"	"maStemInniCopula"	"saho"	
"tam"	"n-subordinate"	"kemant"	
"tam"	"neutral"	"boni"	"kilii"
"tam"	"non-past"	"bayso"	
"tam"	"nonPast"	"tsamakko"	
"tam"	"nonPast-nonPres"	"oromo"	
"tam"	"nonPastGen"	"dahalo"	
"tam"	"nonPastSubj"	"dahalo"	
"tam"	"notYet"	"coptic"	"sahidic"
"tam"	"optative"	"beja"	"arteiga"
"tam"	"optative"	"beja"	"beniamer"
"tam"	"optative"	"beja"	"bishari"
"tam"	"optative"	"beja"	"hadendowa"
"tam"	"optative"	"rendille"	
"tam"	"optative"	"sidaama"	
"tam"	"optative"	"somali"	"standard"
"tam"	"order"	"awngi"	
"tam"	"past"	"bayso"	
"tam"	"past"	"beja"	"arteiga"
"tam"	"past"	"beja"	"atmaan"
"tam"	"past"	"beja"	"hadendowa"
"tam"	"past"	"bilin"	
"tam"	"past"	"dhaasanac"	"standard"
"tam"	"past"	"geez"	
"tam"	"past"	"iraqw"	
"tam"	"past"	"khamtanga"	
"tam"	"past"	"oromo"	
"tam"	"past"	"saho"	
"tam"	"past"	"somali"	"standard"
"tam"	"past"	"tsamakko"	
"tam"	"past"	"wolaytta"	
"tam"	"past"	"yaaku"	
"tam"	"pastContinuous"	"beja"	"hadendowa"
"tam"	"pastDubitative"	"wolaytta"	
"tam"	"pastGen"	"dahalo"	
"tam"	"pastGeneral"	"somali"	"standard"
"tam"	"pastHabitual"	"dahalo"	
"tam"	"pastHabitual"	"koorete"	
"tam"	"pastHabitual"	"somali"	"standard"
"tam"	"pastIndependent"	"somali"	"standard"
"tam"	"pastIngressive"	"wolaytta"	
"tam"	"pastPerfect"	"beja"	"atmaan"
"tam"	"pastPerfect"	"hadiyya"	
"tam"	"pastPerfective"	"koorete"	
"tam"	"pastProgressive"	"burji"	
"tam"	"pastProgressive"	"hadiyya"	
"tam"	"pastProgressive"	"kambaata"	
"tam"	"pastProgressive"	"koorete"	
"tam"	"pastProgressive"	"oromo"	
"tam"	"pastProgressive"	"somali"	"standard"
"tam"	"pastProgressive"	"yaaku"	
"tam"	"pastQ"	"iraqw"	
"tam"	"pastState1"	"afar"	
"tam"	"pastState2"	"afar"	
"tam"	"pastSubj"	"dahalo"	
"tam"	"pastTemporal"	"khamtanga"	
"tam"	"perfect"	"afar"	
"tam"	"perfect"	"akkadian"	"OB"
"tam"	"perfect"	"arbore"	
"tam"	"perfect"	"awngi"	
"tam"	"perfect"	"beja"	"beniamer"
"tam"	"perfect"	"beja"	"bishari"
"tam"	"perfect"	"bilin"	
"tam"	"perfect"	"boni"	
"tam"	"perfect"	"boni"	"jara"
"tam"	"perfect"	"boni"	"kilii"
"tam"	"perfect"	"burji"	
"tam"	"perfect"	"dhaasanac"	
"tam"	"perfect"	"elmolo"	
"tam"	"perfect"	"gedeo"	
"tam"	"perfect"	"hebrew"	
"tam"	"perfect"	"oromo"	
"tam"	"perfect"	"rendille"	
"tam"	"perfect"	"saho"	
"tam"	"perfect"	"wolaytta"	
"tam"	"perfect"	"yaaku"	
"tam"	"perfect"	"yemsa"	
"tam"	"perfect1"	"coptic"	"sahidic"
"tam"	"perfect2"	"coptic"	"sahidic"
"tam"	"perfectActual"	"gedeo"	
"tam"	"perfectAnticipatory"	"afar"	
"tam"	"perfectComp1"	"bayso"	
"tam"	"perfectComp2"	"bayso"	
"tam"	"perfectConditional"	"afar"	
"tam"	"perfectDur"	"beja"	"beniamer"
"tam"	"perfectFuture"	"shinassha"	
"tam"	"perfectH"	"saho"	
"tam"	"perfectInniImperfect"	"saho"	
"tam"	"perfectInniPerfect"	"saho"	
"tam"	"perfectM"	"saho"	
"tam"	"perfectNonActual"	"gedeo"	
"tam"	"perfectNonPresent"	"gedeo"	
"tam"	"perfectNonPresent2"	"gedeo"	
"tam"	"perfectPast"	"beja"	"hadendowa"
"tam"	"perfectPast1"	"afar"	
"tam"	"perfectPast2"	"afar"	
"tam"	"perfectPresent"	"afar"	
"tam"	"perfectPresent"	"shinassha"	
"tam"	"perfectPreterite"	"shinassha"	
"tam"	"perfectProbable"	"afar"	
"tam"	"perfectProgressive"	"burji"	
"tam"	"perfectRel"	"beja"	"beniamer"
"tam"	"perfectSimple"	"bayso"	
"tam"	"perfective"	"alaaba"	
"tam"	"perfective"	"kemant"	
"tam"	"perfectiveComp"	"kemant"	
"tam"	"pluperfect"	"arbore"	
"tam"	"pluperfect"	"beja"	"beniamer"
"tam"	"pluperfect"	"beja"	"bishari"
"tam"	"pluperfect"	"burji"	
"tam"	"pluperfect"	"oromo"	
"tam"	"pluperfect"	"shinassha"	
"tam"	"pluperfectProgressive"	"oromo"	
"tam"	"posteriorSub"	"alaaba"	
"tam"	"potential"	"somali"	"standard"
"tam"	"potential"	"yemsa"	
"tam"	"precative"	"akkadian"	"OB"
"tam"	"predicative"	"beja"	"hadendowa"
"tam"	"prefectPast"	"bayso"	
"tam"	"prefectPast"	"beja"	"hadendowa"
"tam"	"present"	"akkadian"	"OB"
"tam"	"present"	"bayso"	
"tam"	"present"	"beja"	"arteiga"
"tam"	"present"	"beja"	"atmaan"
"tam"	"present"	"beja"	"beniamer"
"tam"	"present"	"beja"	"bishari"
"tam"	"present"	"beja"	"hadendowa"
"tam"	"present"	"bilin"	
"tam"	"present"	"boni"	"jara"
"tam"	"present"	"geez"	
"tam"	"present"	"iraqw"	
"tam"	"present"	"khamtanga"	
"tam"	"present"	"oromo"	
"tam"	"present"	"shinassha"	
"tam"	"present"	"wolaytta"	
"tam"	"present"	"yaaku"	
"tam"	"present"	"yemsa"	
"tam"	"present1"	"coptic"	"sahidic"
"tam"	"present2"	"coptic"	"sahidic"
"tam"	"presentContinuous"	"beja"	"hadendowa"
"tam"	"presentDur"	"beja"	"beniamer"
"tam"	"presentFuture"	"khamtanga"	
"tam"	"presentGeneral"	"somali"	"standard"
"tam"	"presentHabitual"	"koorete"	
"tam"	"presentHabitual"	"yemsa"	
"tam"	"presentIngressive"	"shinassha"	
"tam"	"presentIngressive"	"wolaytta"	
"tam"	"presentIngressive"	"yemsa"	
"tam"	"presentIngressiveA"	"shinassha"	
"tam"	"presentIngressiveB"	"shinassha"	
"tam"	"presentInterrog"	"khamtanga"	
"tam"	"presentPerfect"	"burji"	
"tam"	"presentPerfect"	"hadiyya"	
"tam"	"presentPerfect"	"kambaata"	
"tam"	"presentPerfect"	"koorete"	
"tam"	"presentPerfect"	"sidaama"	
"tam"	"presentPerfective"	"koorete"	
"tam"	"presentProgressive"	"burji"	
"tam"	"presentProgressive"	"hadiyya"	
"tam"	"presentProgressive"	"kambaata"	
"tam"	"presentProgressive"	"koorete"	
"tam"	"presentProgressive"	"oromo"	
"tam"	"presentProgressive"	"sidaama"	
"tam"	"presentProgressive"	"somali"	"standard"
"tam"	"presentProgressive"	"yemsa"	
"tam"	"presentProgressive2"	"somali"	"standard"
"tam"	"presentPunctual"	"yemsa"	
"tam"	"presentQ"	"iraqw"	
"tam"	"presentRel"	"beja"	"beniamer"
"tam"	"presentShort"	"beja"	"atmaan"
"tam"	"presentState1"	"afar"	
"tam"	"presentState2"	"afar"	
"tam"	"preterite"	"akkadian"	"OB"
"tam"	"preterite"	"shinassha"	
"tam"	"preterite"	"yemsa"	
"tam"	"preteriteDubitative"	"shinassha"	
"tam"	"preteriteDubitative"	"yemsa"	
"tam"	"preteriteEgressive"	"shinassha"	
"tam"	"preteriteEgressive"	"yemsa"	
"tam"	"preteriteHabitual"	"yemsa"	
"tam"	"preteriteIngressive"	"shinassha"	
"tam"	"preteriteIngressive"	"yemsa"	
"tam"	"preteritePerfect"	"shinassha"	
"tam"	"preteritePerfectB"	"shinassha"	
"tam"	"preteriteProgressive"	"yemsa"	
"tam"	"probable"	"afar"	
"tam"	"progressive"	"alaaba"	
"tam"	"progressive"	"shinassha"	
"tam"	"progressiveSub"	"alaaba"	
"tam"	"purposive"	"khamtanga"	
"tam"	"purposive1"	"afar"	
"tam"	"purposive2"	"afar"	
"tam"	"purposive2"	"khamtanga"	
"tam"	"purposiveSub"	"alaaba"	
"tam"	"relativeIndeterminate"	"afar"	
"tam"	"relativeOblique"	"bilin"	
"tam"	"relativeOblique"	"kemant"	
"tam"	"relativePast"	"iraqw"	
"tam"	"relativePresent"	"iraqw"	
"tam"	"relativeSubject"	"bilin"	
"tam"	"relativeSubject"	"kemant"	
"tam"	"requestive"	"afar"	
"tam"	"requestive--p1Only"	"afar"	
"tam"	"shortPerfect"	"dhaasanac"	
"tam"	"simplePast"	"coptic"	"sahidic"
"tam"	"simplePerf"	"kambaata"	
"tam"	"simplePerfect"	"burji"	
"tam"	"simplePerfect"	"hadiyya"	
"tam"	"simplePerfect"	"kambaata"	
"tam"	"simplePerfect"	"sidaama"	
"tam"	"stemQ"	"beja"	"bishari"
"tam"	"subjunctive"	"elmolo"	
"tam"	"subordinate"	"yemsa"	
"tam"	"temporal"	"khamtanga"	
"tam"	"terminative"	"coptic"	"sahidic"
"tam"	"vNoun"	"yemsa"	
"tam"	"vetitive"	"akkadian"	"OB"
"tamStemClass"	"aorClass"	"beja"	"arteiga"
"tamStemClass"	"modClass"	"beja"	"arteiga"
"tamStemClass"	"negClass"	"beja"	"arteiga"
"tamStemClass"	"partClass"	"beja"	"arteiga"
"tamStemClass"	"pastClass"	"beja"	"arteiga"
"tamStemClass"	"presClass"	"beja"	"arteiga"
"tamStemClass"	"presSgClass"	"beja"	"arteiga"
"tamStemForm"	"dubitative"	"bayso"	
"tamStemForm"	"imperfect"	"bayso"	
"tamStemForm"	"proximal"	"bayso"	
"tamToken"	"VHPart"	"afar"	
"templ"	"monosyllabic"	"yemsa"	
"tense"	"nonpast"	"arabic"	
"tense"	"past"	"arabic"	
"tense1"	"consecutive"	"gawwada"	
"tense1"	"imperative"	"gawwada"	
"tense1"	"imperfective"	"gawwada"	
"tense1"	"infinitive"	"gawwada"	
"tense1"	"jussive"	"gawwada"	
"tense1"	"past"	"gawwada"	
"tense1"	"perfective"	"gawwada"	
"tense1"	"present"	"gawwada"	
"tense2"	"future"	"gawwada"	
"tense2"	"habitual"	"gawwada"	
"tenseHead"	"imperfect"	"hebrew"	
"tenseHead"	"jussive"	"hebrew"	
"tenseHead"	"perfect"	"hebrew"	
"tenseName"	"conjunctive"	"saho"	
"tenseName"	"future1"	"saho"	
"tenseName"	"future2"	"saho"	
"tenseName"	"future3"	"saho"	
"tenseName"	"imperfectNegative"	"saho"	
"tenseName"	"imperfectSubordinate"	"saho"	
"tenseName"	"jussiveNegative"	"saho"	
"tenseName"	"perfectNegative"	"saho"	
"tenseName"	"perfectSubordinate"	"saho"	
"tenseName"	"perfective"	"saho"	
"tenseName"	"pluperfect"	"saho"	
"token-frequency"	"frequent"	"beja"	"atmaan"
"token-frequency"	"rare"	"beja"	"atmaan"
"tokenType"	"affix"	"afar"	
"tokenType"	"affix"	"beja"	"arteiga"
"tokenType"	"affix"	"boni"	"jara"
"tokenType"	"affix"	"boni"	"kilii"
"tokenType"	"affix"	"kemant"	
"tokenType"	"compound"	"beja"	"arteiga"
"tokenType"	"compound"	"oromo"	
"tokenType"	"stem"	"bayso"	
"tokenType"	"stem"	"beja"	"arteiga"
"tokenType"	"stem"	"dhaasanac"	
"tokenType"	"suffix"	"arbore"	
"tokenType"	"suffix"	"boni"	"jara"
"tokenType"	"suffix"	"boni"	"kilii"
"tokenType"	"suffix"	"dhaasanac"	
"transitivity"	"intransitive"	"coptic"	"sahidic"
"transitivity"	"trans"	"coptic"	"sahidic"
"type"	"abs"	"burji"	
"type"	"absolutive"	"burji"	
"type"	"absolutive"	"gedeo"	
"type"	"copula"	"boni"	"kilii"
"type"	"deAdjectival"	"boni"	"kilii"
"type"	"f"	"dahalo"	
"type"	"imperfect"	"beja"	"beniamer"
"type"	"m-or-pl"	"dahalo"	
"type"	"nom"	"burji"	
"type"	"nominative"	"burji"	
"type"	"nominative"	"gedeo"	
"type"	"obj"	"burji"	
"type"	"object"	"burji"	
"type"	"perfect"	"beja"	"beniamer"
"vClass"	"aux"	"shinassha"	
"vClass"	"aux"	"wolaytta"	
"vSubjSet"	"vSubjSetA"	"kemant"	
"vSubjSet"	"vSubjSetB"	"kemant"	
"valence"	"transitive"	"alaaba"	
"varB"	"varB1"	"awngi"	
"varB"	"varB2"	"awngi"	
"varB"	"varB3"	"awngi"	
"varB"	"varBx"	"awngi"	
"varClass"	"var1"	"awngi"	
"varClass"	"var2"	"awngi"	
"varClass"	"varA"	"awngi"	
"varClass"	"varB"	"awngi"	
"verbClass"	"focus"	"burji"	
"verbClass"	"interrogative"	"burji"	
"verbMorphClass"	"BE"	"maale"	
"verbMorphClass"	"Q"	"beja"	"atmaan"
"verbMorphClass"	"aspect"	"bilin"	
"verbMorphClass"	"aspect"	"boni"	"kilii"
"verbMorphClass"	"aspectSuff"	"boni"	"jara"
"verbMorphClass"	"auxOverview"	"beja"	"atmaan"
"verbMorphClass"	"auxPut"	"beja"	"atmaan"
"verbMorphClass"	"auxTake"	"beja"	"atmaan"
"verbMorphClass"	"become"	"beja"	"atmaan"
"verbMorphClass"	"causativeAllomorph"	"alaaba"	
"verbMorphClass"	"clitic"	"boni"	"jara"
"verbMorphClass"	"clitic"	"boni"	"kilii"
"verbMorphClass"	"compound"	"yaaku"	
"verbMorphClass"	"compoundVerbs"	"bilin"	
